ZINC_ID	MWT	LogP	Desolv_apolar	Desolv_polar	HBD	HBA	tPSA	Charge	NRB	SMILES
ZINC00000017	281.337	1.33	3.07	-19.2	2	6	87	0	4	CCC[S@](=O)c1ccc2c(c1)[nH]/c(=N/C(=O)OC)/[nH]2
ZINC00000021	288.411	3.85	4.02	-40.52	1	3	30	1	6	CCC(=O)O[C@]1(CC[NH+](C[C@@H]1CC=C)C)c2ccccc2
ZINC00000022	218.276	3.21	0.47	-48.57	1	3	52	-1	5	C[C@@H](c1ccc(cc1)NCC(=C)C)C(=O)[O-]
ZINC00000025	251.353	3.60	2.4	-41.56	2	2	40	1	5	C[C@H](Cc1ccccc1)[NH2+][C@@H](C#N)c2ccccc2
ZINC00000030	297.422	2.94	0.89	-37.97	3	3	47	1	6	C[C@@H](CC(c1ccccc1)(c2ccccc2)C(=O)N)[NH+](C)C
ZINC00000031	303.386	0.86	1.34	-47.14	2	6	60	1	4	Cc1c(c(=O)n(n1C)c2ccccc2)NC(=O)[C@H](C)[NH+](C)C
ZINC00000036	151.141	0.37	3.51	-45.3	1	3	60	-1	2	c1ccc(cc1)[C@@H](C(=O)[O-])O
ZINC00000038	236.335	3.45	8.97	-38.55	1	3	31	1	6	CC[C@](C)(C[NH+](C)C)OC(=O)c1ccccc1
ZINC00000048	222.24	2.42	3.78	-8.68	0	4	37	0	4	COc1cc(c(c2c1OCO2)OC)CC=C
ZINC00000051	233.335	2.28	7.48	-35.28	2	3	34	1	3	Cc1ccccc1NC(=O)[C@H](C)[NH+]2CCCC2
ZINC00000053	179.151	1.43	6.59	-56.84	0	4	66	-1	3	CC(=O)Oc1ccccc1C(=O)[O-]
ZINC00000056	290.383	1.77	-0.01	-37.55	2	4	50	1	5	C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3
ZINC00000061	213.664	-0.42	4.81	-48.33	3	3	68	0	4	c1cc(ccc1[C@@H](CC(=O)[O-])C[NH3+])Cl
ZINC00000066	268.245	-0.19	-4.3	-54.21	4	7	122	-1	3	c1cc(ccc1C(=O)[O-])N[C@@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O
ZINC00000070	300.721	4.53	-0.61	-46.43	0	4	66	-1	3	C[C@@H](c1ccc2c(c1)nc(o2)c3ccc(cc3)Cl)C(=O)[O-]
ZINC00000071	266.296	3.96	0.72	-9.64	1	3	50	0	3	CCc1c(c2ccccc2o1)C(=O)c3ccc(cc3)O
ZINC00000075	232.303	2.76	8.72	-36.25	1	3	31	1	3	c1ccc(cc1)C(=O)O[C@@H]2C[NH+]3CCC2CC3
ZINC00000076	212.248	2.27	6.57	-8.15	1	2	37	0	3	c1ccc(cc1)[C@@H](C(=O)c2ccccc2)O
ZINC00000078	242.274	2.58	7.58	-6.66	1	3	47	0	5	c1ccc(cc1)COC(=O)[C@H](c2ccccc2)O
ZINC00000092	275.166	2.10	3.72	-40.05	3	3	46	1	4	C[C@H](Cc1cc(c(cc1OC)Br)OC)[NH3+]
ZINC00000095	335.265	4.31	1.62	-36.11	1	2	13	1	6	C[NH+](C)CCO[C@H](c1ccccc1)c2ccc(cc2)Br
ZINC00000096	320.254	3.44	9.9	-40.9	1	2	17	1	5	C[NH+](C)CC[C@@H](c1ccc(cc1)Br)c2ccccn2
ZINC00000099	223.272	1.55	2.69	-12.3	2	4	59	0	5	CCOc1ccc(cc1)NC(=O)C[C@@H](C)O
ZINC00000102	262.373	3.53	5.83	-38.7	3	3	50	1	5	CCc1cccc2c1oc(c2)[C@@H](C[NH2+]C(C)(C)C)O
ZINC00000103	326.372	3.04	7.23	-50.25	2	5	52	1	1	C[NH+]1CCc2cc3c(c-4c2[C@@H]1Cc5c4c(c(cc5)OC)O)OCO3
ZINC00000104	249.334	2.03	-0.66	-44.82	3	4	69	1	6	CC(C)(C)[NH2+]C[C@H](COc1ccccc1C#N)O
ZINC00000106	272.796	3.38	-1.8	-40.25	3	3	46	1	6	Cc1ccc(c(c1)OC[C@H](C[NH2+]C(C)(C)C)O)Cl
ZINC00000111	239.294	4.30	9.53	-49.34	0	2	40	-1	4	CC[C@@H](c1ccc(cc1)c2ccccc2)C(=O)[O-]
ZINC00000122	291.802	3.01	9.21	-38.7	1	3	27	1	6	C[NH+](C)CCO[C@@H](c1ccc(cc1)Cl)c2ccccn2
ZINC00000128	293.387	1.96	2.8	-45.61	4	5	75	1	6	CC(C)(C)[NH2+]C[C@H](COc1cccc2c1CCC(=O)N2)O
ZINC00000135	202.637	1.40	-0.02	-8.39	2	3	50	0	4	c1cc(ccc1OC[C@@H](CO)O)Cl
ZINC00000136	245.662	1.51	-0.7	-9.8	3	5	82	0	6	c1cc(ccc1OC[C@@H](COC(=O)N)O)Cl
ZINC00000137	304.841	4.00	2.74	-36.63	1	2	13	1	6	C[C@@](c1ccccc1)(c2ccc(cc2)Cl)OCC[NH+](C)C
ZINC00000145	263.364	3.75	-0.95	-27.65	2	2	25	1	3	c1ccc(cc1)C2(C[C@@H]2C3=[NH+]CCN3)c4ccccc4
ZINC00000151	282.407	3.84	9.49	-39.34	2	2	24	1	6	C[C@@H]([C@H](c1ccccc1)O)[NH+](C)C/C=C/c2ccccc2
ZINC00000154	306.365	3.83	-0.55	-15.47	0	4	44	0	4	COc1ccc2c(c1)c(nc(=O)n2CC3CC3)c4ccccc4
ZINC00000160	313.808	3.40	1.37	-35.73	1	3	24	1	0	CN1c2ccc(cc2[C@@H]3c4ccccc4CC[NH+]3CC1=O)Cl
ZINC00000163	277.771	3.89	1	-50.26	0	2	40	-1	2	c1c2c(cc(c1C3CCCCC3)Cl)[C@H](CC2)C(=O)[O-]
ZINC00000164	292.766	3.20	9.99	-10.91	0	4	44	0	5	CC(C)(C)C(=O)[C@@H](n1ccnc1)Oc2ccc(cc2)Cl
ZINC00000166	256.797	3.37	7.09	-38.35	2	2	25	1	5	C[C@H](C[NH+](C)C)[C@@](C)(Cc1ccc(cc1)Cl)O
ZINC00000171	336.775	2.57	4.69	-10.97	3	6	92	0	7	Cc1c(cccc1Cl)Nc2c(cccn2)C(=O)OC[C@@H](CO)O
ZINC00000174	293.214	3.60	-2.27	-39.44	3	3	46	1	6	CC(C)(C)[NH2+]C[C@@H](COc1cc(ccc1Cl)Cl)O
ZINC00000178	214.716	2.21	3.93	-35.15	3	2	37	1	4	CC(C)[NH2+]C[C@H](c1ccccc1Cl)O
ZINC00000179	301.841	3.80	10.89	-33.55	1	2	17	1	3	C[NH+](C)CC[C@@H]1c2ccc(cc2CCc3c1nccc3)Cl
ZINC00000186	237.255	1.12	0.1	-10.02	1	5	51	0	1	CN1CCc2cc3c(c(c2[C@H]1O)OC)OCO3
ZINC00000188	324.473	4.58	3.35	-41.65	1	3	33	1	4	C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)C#N)C[NH+](C)C
ZINC00000189	276.376	3.55	8.61	-5.61	1	3	47	0	4	C[C@@H]1C[C@H](CC(C1)(C)C)OC(=O)[C@@H](c2ccccc2)O
ZINC00000190	216.24	1.12	1.83	-10.46	1	4	51	0	3	c1ccc(cc1)[C@H]2C(=O)N=C(O2)NC3CC3
ZINC00000194	185.243	2.15	-0.48	-48.83	1	3	60	-1	3	CC[C@H](C(=O)[O-])C1(CCCCC1)O
ZINC00000196	292.399	2.47	8.42	-41.55	2	4	51	1	7	C[NH+](C)CCOC(=O)[C@H](c1ccccc1)C2(CCCC2)O
ZINC00000200	285.392	3.99	1.48	-41.94	1	3	26	1	2	C[NH+](C)CC(=O)N1c2ccccc2Sc3c1cccc3
ZINC00000209	196.27	1.10	-4.02	-40.55	4	3	57	1	4	CC(C)[NH2+]C[C@H](c1ccc(cc1)O)O
ZINC00000213	323.243	4.44	1.75	-45.69	1	2	13	1	2	C[NH+]1Cc2cc(ccc2[C@@H](C1)c3ccc(c(c3)Cl)Cl)OC
ZINC00000214	313.446	4.74	10.96	-38.06	1	3	26	1	4	CC[NH+](CC)CC(=O)N1c2ccccc2Sc3c1cccc3
ZINC00000215	206.309	2.57	7.87	-32.59	1	2	22	1	5	CC[NH+](CC)[C@@H](C)C(=O)c1ccccc1
ZINC00000216	292.493	4.67	2.09	-31.74	1	1	4	1	6	CC[NH+](CC)[C@@H](C)C=C(c1cccs1)c2cccs2
ZINC00000220	327.448	3.29	-1.75	-41.23	2	4	46	1	4	CC[C@@H]1C[NH+]2CC[C@H]1C[C@@H]2[C@@H](c3ccnc4c3cc(cc4)OC)O
ZINC00000221	254.246	-1.21	1.04	-15	2	8	102	0	3	Cn1cnc2c1c(=O)n(c(=O)n2C)C[C@@H](CO)O
ZINC00000223	324.4	3.88	10.12	-39.53	1	4	44	1	4	Cc1c(=O)c2ccc(c(c2oc1c3ccccc3)C[NH+](C)C)OC
ZINC00000226	178.167	1.07	3.94	-55.18	1	4	69	-1	2	CC(=O)Nc1ccc(cc1)C(=O)[O-]
ZINC00000235	271.7	0.97	-4.47	-10.63	2	5	69	0	3	C[C@@H]1C(=O)N(c2cc(ccc2O1)Cl)C[C@@H](CO)O
ZINC00000242	271.384	2.16	9.1	-35.1	1	3	27	1	6	C[C@](c1ccccc1)(c2ccccn2)OCC[NH+](C)C
ZINC00000246	349.292	4.14	2.13	-36.69	1	2	13	1	6	C[C@@](c1ccccc1)(c2ccc(cc2)Br)OCC[NH+](C)C
ZINC00000250	260.401	4.06	10.96	-37.35	1	2	22	1	5	CCc1ccc(cc1)C(=O)[C@H](C)C[NH+]2CCCCC2
ZINC00000251	339.459	2.21	7.73	-39.54	3	4	54	1	6	CC[NH+]1CCC[C@@H]1CNC(=O)C(c2ccccc2)(c3ccccc3)O
ZINC00000266	223.272	1.00	3.4	-10.48	1	4	50	0	4	CCN(CC)C(=O)c1ccc(c(c1)OC)O
ZINC00000268	262.373	2.92	9.76	-37.89	1	3	31	1	4	CCOC(=O)[C@@]1(CCC[NH+](CC1)C)c2ccccc2
ZINC00000272	278.466	4.30	2.05	-32.45	1	1	4	1	5	CC[NH+](C)[C@@H](C)C=C(c1cccs1)c2cccs2
ZINC00000276	277.432	3.13	9.73	-33.47	2	3	34	1	7	CCC[NH+](CC)[C@@H](CC)C(=O)Nc1c(cccc1C)C
ZINC00000283	292.399	2.55	8.13	-34.42	2	4	51	1	4	C[C@@H]1C[C@@H](CC([NH+]1C)(C)C)OC(=O)[C@@H](c2ccccc2)O
ZINC00000287	245.346	2.42	0.64	-41.15	1	3	24	1	2	c1ccc(cc1)N2CC[C@@H](C2=O)[NH+]3CCCCC3
ZINC00000290	199.637	-0.55	4.56	-35.43	3	3	68	0	3	c1cc(ccc1C[C@H](C(=O)[O-])[NH3+])Cl
ZINC00000293	342.423	1.98	0.4	-49.65	2	7	78	1	6	C[C@H](Cc1ccccc1)[NH2+]CCn2cnc3c2c(=O)n(c(=O)n3C)C
ZINC00000294	232.269	3.48	7.61	-39.24	2	1	17	1	5	CC[NH2+][C@@H](C)Cc1cccc(c1)C(F)(F)F
ZINC00000297	319.764	3.65	-0.6	-49.48	1	4	69	-1	5	CC(C)(C(=O)[O-])Oc1ccc(cc1)[C@@H](c2ccc(cc2)Cl)O
ZINC00000300	291.71	4.04	1.66	-46.39	0	4	58	-1	5	C[C@@H](C(=O)[O-])Oc1ccc(cc1)Oc2ccc(cc2)Cl
ZINC00000301	241.266	3.89	9.17	-46.28	0	3	49	-1	4	C[C@@H](c1cccc(c1)Oc2ccccc2)C(=O)[O-]
ZINC00000306	215.256	1.21	-3.61	-7.62	2	4	58	0	4	c1ccc(cc1)[C@@H](CNc2ncccn2)O
ZINC00000310	332.37	3.34	2.51	-54.94	2	3	41	1	3	C[NH+]1CC[C@]([C@@H](C1)C(=O)c2ccc(cc2)F)(c3ccc(cc3)F)O
ZINC00000312	251.3	2.09	2.16	-42.56	2	2	20	1	1	C[NH+](C)[C@H]1CCc2c(c3cc(cc(c3[nH]2)F)F)C1
ZINC00000313	234.241	2.54	1.93	-40.75	2	2	25	1	5	C[NH2+]C[C@H](c1cccc(c1)C(F)(F)F)OC
ZINC00000315	260.244	0.46	8.78	-68.92	0	4	62	-1	1	C[C@H]1CCc2cc(cc3c2n1cc(c3=O)C(=O)[O-])F
ZINC00000323	243.257	4.05	10	-44.65	0	2	40	-1	3	C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-]
ZINC00000338	152.217	0.82	-3.15	-42.2	4	2	47	1	2	C[C@H](Cc1cccc(c1)O)[NH3+]
ZINC00000347	313.425	2.43	7.38	-39.3	2	5	51	1	2	Cn1c2ccccc2c(n1)C(=O)NC3C[C@@H]4CCC[C@H](C3)[NH+]4C
ZINC00000348	286.283	3.00	4.68	-16.65	0	5	61	0	6	CC(=O)Oc1ccccc1C(=O)Oc2ccccc2OC
ZINC00000349	228.247	3.42	8.38	-10.92	0	3	36	0	4	COc1ccccc1OC(=O)c2ccccc2
ZINC00000350	274.272	2.77	8.36	-14.9	0	5	54	0	6	COc1ccccc1OC(=O)Oc2ccccc2OC
ZINC00000351	212.245	0.71	-3.7	-11.92	2	4	58	0	6	CCOc1ccccc1OC[C@@H](CO)O
ZINC00000352	242.274	2.70	3.32	-10.49	0	3	35	0	5	COc1ccccc1OC(=O)Cc2ccccc2
ZINC00000353	198.218	0.33	-0.62	-12	2	4	59	0	5	COc1ccccc1OC[C@@H](CO)O
ZINC00000357	208.241	0.32	3.03	-35.82	5	5	82	1	3	c1ccc2c(c1)OC[C@@H](O2)CNC(=[NH2+])N
ZINC00000361	225.267	3.96	8.83	-48.79	0	2	40	-1	3	C[C@@H](c1ccc(cc1)c2ccccc2)C(=O)[O-]
ZINC00000365	262.373	4.16	9.32	-39.71	2	3	43	1	6	C[C@H](C[NH2+]C1CCCCC1)OC(=O)c2ccccc2
ZINC00000367	276.356	1.79	7.57	-37.55	2	4	51	1	4	C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](c3ccccc3)O
ZINC00000370	262.349	4.70	8.26	-7.56	1	3	47	0	3	C[C@@H]1C[C@@H](CC(C1)(C)C)OC(=O)c2ccccc2O
ZINC00000371	207.229	1.14	2.77	-31.2	1	4	46	0	0	C[NH+]1CCc2cc3c(cc2[C@H]1[O-])OCO3
ZINC00000373	152.217	0.84	1.16	-43.19	4	2	48	1	2	C[C@H](Cc1ccc(cc1)O)[NH3+]
ZINC00000380	297.398	3.86	11.28	-8.36	0	3	39	0	7	C[C@@H](c1ccc(cc1)CC(C)C)C(=O)OCc2ccccn2
ZINC00000385	245.302	1.80	7.72	-32.39	1	4	38	1	3	CCn1cc[nH+]c1C[C@H]2COc3ccccc3O2
ZINC00000391	280.303	2.88	9.61	-58.72	0	4	60	-1	3	C[C@@H](c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)[O-]
ZINC00000393	220.336	3.19	6.64	-36.66	2	2	25	1	3	CCC[NH+]1CCC[C@@H](C1)c2cccc(c2)O
ZINC00000404	286.424	3.54	1.61	-39.61	1	3	22	1	3	C[C@@H](CN1c2ccccc2Sc3c1nccc3)[NH+](C)C
ZINC00000407	302.394	2.77	4.31	-38.26	4	4	66	1	7	C[C@H](COc1ccccc1)[NH2+][C@@H](C)[C@H](c2ccc(cc2)O)O
ZINC00000409	238.738	2.96	6.5	-45.47	2	2	34	1	2	C[NH2+][C@@]1(CCCCC1=O)c2ccccc2Cl
ZINC00000417	209.245	1.28	2.18	-13.94	2	4	59	0	4	CCOc1ccc(cc1)NC(=O)[C@@H](C)O
ZINC00000425	211.217	-0.09	-5.08	-10.55	4	5	92	0	5	c1cc(ccc1C(=O)OC[C@@H](CO)O)N
ZINC00000431	321.163	2.47	1.26	-9.16	2	4	62	0	1	c1ccc(c(c1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O)Cl
ZINC00000432	335.19	2.71	-4.54	-12.09	1	4	52	0	1	CN1c2ccc(cc2C(=N[C@H](C1=O)O)c3ccccc3Cl)Cl
ZINC00000435	245.298	2.79	9.51	-57.39	0	3	57	-1	4	C[C@@H](c1ccc(cc1)C[C@H]2CCCC2=O)C(=O)[O-]
ZINC00000437	210.273	1.92	1.75	-8.11	2	3	50	0	4	Cc1cc(c(c(c1)C)OC[C@@H](CO)O)C
ZINC00000438	311.755	3.01	3.46	-40.3	5	3	63	1	5	CC(C)(C)[NH2+]C[C@H](c1cc(c(c(c1)Cl)N)C(F)(F)F)O
ZINC00000440	285.754	2.52	-3.46	-30.23	2	3	37	1	1	c1ccc2c(c1)C3=[NH+]CCN3[C@]2(c4ccc(cc4)Cl)O
ZINC00000441	208.281	2.50	5.33	-38.03	2	3	35	1	4	CC[NH2+][C@@H](C)Cc1ccc2c(c1)OCO2
ZINC00000444	286.395	3.56	2.45	-36.28	1	3	22	1	7	C[NH+](C)CCO[C@H](c1ccccc1)c2ccc(cc2)OC
ZINC00000446	257.265	2.42	8.11	-48.35	0	4	66	-1	5	COc1ccc(c2c1cccc2)C(=O)CCC(=O)[O-]
ZINC00000450	182.219	1.12	0.21	-8.68	2	3	50	0	4	Cc1ccccc1OC[C@@H](CO)O
ZINC00000451	225.244	1.24	-0.51	-10.08	3	5	82	0	6	Cc1ccccc1OC[C@@H](COC(=O)N)O
ZINC00000456	247.362	1.91	7.98	-35.55	2	3	34	1	2	Cc1cccc(c1NC(=O)[C@H]2CCCC[NH+]2C)C
ZINC00000460	234.363	3.29	6.41	-39.42	2	2	25	1	2	CC[C@@]1(CCCC[NH+](C1)C)c2cccc(c2)O
ZINC00000467	178.255	1.82	2.66	-34.45	1	2	21	1	3	C[C@@H](C(=O)c1ccccc1)[NH+](C)C
ZINC00000469	212.269	0.55	-2.27	-43.64	5	4	77	1	4	CC(C)[NH2+]C[C@H](c1cc(cc(c1)O)O)O
ZINC00000478	285.363	4.88	2.45	-51.68	0	3	49	-1	5	CC[C@@H](c1ccc2cc(ccc2c1)OC)C(C)(C)C(=O)[O-]
ZINC00000480	297.447	4.61	11.38	-39.66	1	2	9	1	2	C[NH+]1CC[C@@H](C1)CN2c3ccccc3Sc4c2cccc4
ZINC00000484	330.384	2.56	6.05	-12.53	1	6	60	0	6	CN(C)c1ccc(cc1)NC(=O)c2cc(c(c(c2)OC)OC)OC
ZINC00000486	194.254	1.63	0.51	-40.24	2	3	42	1	4	C[C@@H](C(=O)c1ccc(cc1)OC)[NH2+]C
ZINC00000487	180.271	2.24	5.16	-34	2	2	26	1	4	C[C@@H](Cc1ccccc1OC)[NH2+]C
ZINC00000488	315.462	4.41	1.35	-43.84	1	3	18	1	5	C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)OC
ZINC00000490	152.149	2.13	3.19	-8.02	1	3	47	0	2	COC(=O)c1ccccc1O
ZINC00000491	180.271	1.49	4.69	-34.06	2	2	25	1	3	C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C
ZINC00000498	256.329	-1.97	6.73	-31.32	1	4	29	1	1	C[N+]1=C2c3c(c4cc(ccc4n3CC1)OC)CCN2
ZINC00000500	242.274	3.81	5.14	-8.02	1	3	47	0	3	Cc1ccc(cc1)C(=O)c2ccc(cc2O)OC
ZINC00000504	265.38	3.62	10.31	-40.2	1	2	8	1	0	C[NH+]1CCN2c3ccccc3Cc4ccccc4[C@@H]2C1
ZINC00000506	247.362	1.50	-1.22	-52.38	3	3	47	1	5	CCN(CC)C(=O)[C@]1(C[C@H]1C[NH3+])c2ccccc2
ZINC00000507	255.294	-0.42	-2.67	-48.02	5	6	95	1	6	COc1ccc(c(c1)[C@@H](CNC(=O)C[NH3+])O)OC
ZINC00000508	265.292	3.20	1.66	-55.07	0	4	57	-1	3	C[C@@H](c1ccc(cc1)c2cn3ccccc3n2)C(=O)[O-]
ZINC00000512	277.388	2.16	-0.02	-35.85	2	4	46	1	3	CCc1c([nH]c2c1C(=O)[C@H](CC2)C[NH+]3CCOCC3)C
ZINC00000513	240.323	1.42	3.07	-42.13	3	4	55	1	7	CC(C)[NH2+]C[C@H](COc1ccccc1OC)O
ZINC00000523	258.385	3.56	6.87	-36.86	2	2	25	1	2	C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C)C)O
ZINC00000534	262.265	-0.30	-4.82	-18.31	2	6	82	0	1	COc1cc2c(cc1O)N=C[C@H]3CC[C@@H](N3C2=O)O
ZINC00000549	239.342	2.55	8.1	-38.73	3	2	30	1	1	C[NH+]1Cc2c(cccc2N)[C@@H](C1)c3ccccc3
ZINC00000558	154.189	-0.55	-2.67	-47.53	5	3	68	1	2	c1cc(ccc1[C@@H](C[NH3+])O)O
ZINC00000561	315.398	2.38	-3.53	-12.22	1	5	67	0	4	Cc1cnc(c(c1OC)C)C[S@@](=O)c2[nH]c3ccccc3n2
ZINC00000562	274.324	1.39	4.67	-10.73	4	6	96	0	4	Cc1cc(c(cc1Cc2cnc(nc2N)N)OC)OC
ZINC00000565	270.396	3.90	10.89	-34.42	1	2	14	1	6	Cc1ccccc1[C@@H](c2ccccc2)OCC[NH+](C)C
ZINC00000566	244.29	3.83	8.76	-13.07	0	3	39	0	3	CC(=CCc1c(ccc2c1oc(=O)cc2)OC)C
ZINC00000567	172.16	-3.03	0.5	-60.89	1	5	81	-1	1	CC(=O)N1C[C@@H](C[C@@H]1C(=O)[O-])O
ZINC00000575	286.718	1.84	-6.08	-8.23	2	4	61	0	1	c1ccc(cc1)C2=N[C@H](C(=O)Nc3c2cc(cc3)Cl)O
ZINC00000582	331.461	3.50	8	-55.43	1	4	42	1	4	C[C@@H](CN1c2ccccc2S(=O)(=O)c3c1cccc3)C[NH+](C)C
ZINC00000591	176.175	0.38	-1.66	-12.06	2	4	65	0	1	c1ccc(cc1)[C@H]2C(=O)N=C(O2)N
ZINC00000594	290.427	2.92	3.62	-38.48	1	3	30	1	6	CC[C@@H](C)[C@@H](c1ccccc1)C(=O)OC2CC[NH+](CC2)C
ZINC00000596	286.439	4.59	0.88	-38.19	2	2	24	1	2	C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O
ZINC00000602	179.219	1.59	3.6	-9.37	1	3	38	0	3	CCOc1ccc(cc1)NC(=O)C
ZINC00000604	275.416	2.84	2.96	-29.57	1	3	24	1	5	CCC(=O)N(c1ccccc1)[C@H](C)C[NH+]2CCCCC2
ZINC00000607	241.358	2.63	9.27	-38.74	1	2	17	1	5	C[NH+](C)CC[C@@H](c1ccccc1)c2ccccn2
ZINC00000609	178.255	1.86	4.43	-39.12	2	2	26	1	1	C[C@@H]1[C@H](OCC[NH2+]1)c2ccccc2
ZINC00000613	215.276	1.71	4.1	-30.4	3	3	46	1	4	c1ccc(cc1)[C@@H](CNc2cccc[nH+]2)O
ZINC00000614	268.36	2.43	-1.41	-10.9	3	3	55	0	5	C[C@H](Cc1ccccc1)NC(=O)Cc2ccc(cc2)N
ZINC00000615	166.244	1.75	2.96	-38.05	3	2	37	1	3	C[C@@H](Cc1ccc(cc1)O)[NH2+]C
ZINC00000616	245.254	2.77	3.62	-62.19	0	4	66	-1	5	CC[C@@](C)(C#C)OC(=O)c1ccccc1C(=O)[O-]
ZINC00000626	196.314	2.20	7.83	-34.69	1	2	22	1	2	C1CC[NH+](CC1)C[C@H]2CCCCC2=O
ZINC00000627	294.443	4.98	11.92	-43.66	1	1	4	1	0	C[NH+]1CCC(=C2c3ccccc3Sc4c2cccc4)CC1
ZINC00000633	268.38	2.98	-1.6	-35.96	3	2	36	1	3	c1ccc(cc1)C(c2ccccc2)([C@@H]3CCCC[NH2+]3)O
ZINC00000637	241.311	0.45	-3.63	-38.01	5	5	90	1	5	CC(C)(C)[NH2+]C[C@H](c1ccc(c(n1)CO)O)O
ZINC00000640	325.372	2.41	-3.63	-16.02	4	7	109	0	4	Cc1c(cnc2c1c(nc(n2)N)N)Cc3cc(ccc3OC)OC
ZINC00000641	227.331	3.25	7.9	-47.49	2	2	22	1	0	Cc1ccc2c(c1)c3c4n2CC[NH2+][C@H]4CCC3
ZINC00000645	236.335	3.87	8.54	-55.57	0	3	45	-1	4	Cc1cc(n(c(=O)c1)[O-])C[C@@H](C)CC(C)(C)C
ZINC00000650	346.476	3.23	-2.07	-50.08	1	5	39	1	4	Cc1csc(n1)N2CC[NH+](CC2)[C@@H](C)Cc3ccc4c(c3)OCO4
ZINC00000652	267.349	1.03	2.01	-44.82	4	5	75	1	7	CC(C)[NH2+]C[C@H](COc1ccc(cc1)NC(=O)C)O
ZINC00000654	254.265	3.09	6.57	-50.99	0	4	62	-1	2	C[C@@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-]
ZINC00000655	312.413	2.74	8.72	-10.26	0	4	41	0	1	c1ccc2c(c1)CCN3[C@H]2CN(CC3=O)C(=O)C4CCCCC4
ZINC00000662	272.324	3.33	-0.31	-53.21	1	4	65	-1	4	CCC[C@]1(c2c(c3ccccc3[nH]2)CCO1)CC(=O)[O-]
ZINC00000666	230.331	2.77	5.72	-40.22	3	2	37	1	4	CC(C)[NH2+]C[C@H](c1ccc2ccccc2c1)O
ZINC00000669	341.5	4.82	12.01	-39.72	1	3	26	1	5	CCC(=O)c1ccc2c(c1)N(c3ccccc3S2)C[C@H](C)[NH+](C)C
ZINC00000672	319.357	1.57	8.16	-28.42	1	6	78	0	6	CC(C)Oc1cc2c(cc1OC(C)C)[nH]cc(c2=O)C(=O)OC
ZINC00000674	222.308	2.24	1.42	-34.86	1	3	22	1	4	CC[NH+](CC)C[C@H]1COc2ccccc2O1
ZINC00000676	314.386	4.31	0.64	-50.2	0	4	54	-1	3	C[C@@H](c1ccc2c(c1)N(c3ccc(cc3S2)OC)C)C(=O)[O-]
ZINC00000681	246.374	3.77	2.34	-33.34	1	2	21	1	5	CCC[C@H](C(=O)c1ccc(cc1)C)[NH+]2CCCC2
ZINC00000685	242.342	-0.98	6.8	-26.41	1	2	23	1	0	c1cc2c(cc1O)CC[N+]3=C2CC[C@@H]4[C@@H]3CCC4
ZINC00000686	289.744	0.93	-1.86	-16.82	4	6	101	0	2	CC[C@@H]1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl
ZINC00000687	224.28	1.32	6.18	-48.78	0	4	60	-1	4	CCN(CC)C(=O)[C@@H]1CC=CC[C@@H]1C(=O)[O-]
ZINC00000690	247.318	1.58	0.95	-50.11	4	4	70	1	4	CC(C)[NH2+]C[C@H](c1ccc(c2c1cccn2)O)O
ZINC00000693	195.218	-1.25	1.61	-34.6	4	4	88	0	3	C[C@](Cc1ccc(cc1)O)(C(=O)[O-])[NH3+]
ZINC00000694	302.394	2.60	2.33	-50.94	5	4	77	1	7	C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@H](c2ccc(cc2)O)O
ZINC00000713	218.276	1.98	6.86	-47.76	1	3	31	1	0	C1CC[NH+]2[C@H](C1)[C@@]34C[C@@H]2C=CC3=CC(=O)O4
ZINC00000721	236.403	2.90	9.7	0.05	2	2	9	0	0	C1CC[NH+]2C[C@@H]3C[C@H]([C@H]2C1)C[NH+]4[C@@H]3CCCC4
ZINC00000724	234.295	3.61	4.56	-6.23	1	3	39	0	3	CC(C)(C)[C@H](/C=C/c1ccc2c(c1)OCO2)O
ZINC00000725	181.191	0.61	-1.05	-8.49	3	4	73	0	4	c1ccc(cc1)[C@@H](COC(=O)N)O
ZINC00000733	168.216	0.43	-0.78	-43.1	4	3	57	1	3	C[NH2+]C[C@H](c1ccc(cc1)O)O
ZINC00000740	300.745	2.08	2.69	-8.81	1	4	53	0	1	CN1c2ccc(cc2C(=N[C@H](C1=O)O)c3ccccc3)Cl
ZINC00000741	180.227	1.21	2.68	-44.08	3	3	46	1	2	C[C@H](Cc1ccc2c(c1)OCO2)[NH3+]
