ZINC_ID	MWT	LogP	Desolv_apolar	Desolv_polar	HBD	HBA	tPSA	Charge	NRB	SMILES
ZINC00057881	276.694	3.98	1.9	-6.42	0	2	26	0	1	c1cc2c(c(c1)Cl)O[C@@H](CC2=O)c3ccc(cc3)F
ZINC00057882	298.294	3.51	0.71	-14.5	1	5	68	0	3	COc1cccc(c1)c2c(c(=O)c3cc(ccc3o2)OC)O
ZINC00057883	298.294	3.51	0.73	-11.72	1	5	68	0	3	COc1cccc(c1)c2c(c(=O)c3ccc(cc3o2)OC)O
ZINC00057884	312.321	3.81	2.37	-11.39	0	5	57	0	4	COc1ccc2c(=O)cc(oc2c1)c3ccc(cc3OC)OC
ZINC00057885	288.302	4.39	0.27	-11.64	1	3	50	0	1	c1ccc2c(c1)ccc3c2oc(cc3=O)c4cccc(c4)O
ZINC00057886	272.731	4.29	1.41	-5.66	0	2	26	0	1	Cc1ccc(cc1)[C@H]2CC(=O)c3cc(ccc3O2)Cl
ZINC00057887	272.731	4.29	1.43	-5.66	0	2	26	0	1	Cc1ccc(cc1)[C@@H]2CC(=O)c3cc(ccc3O2)Cl
ZINC00057888	312.321	3.59	2.74	-12.27	0	5	57	0	4	COc1ccc2c(=O)cc(oc2c1)c3cccc(c3OC)OC
ZINC00057889	312.321	3.91	1.33	-12.76	1	5	68	0	3	Cc1ccc2c(c1)c(=O)c(c(o2)c3ccc(cc3OC)OC)O
ZINC00057890	298.294	3.54	5.26	-8.43	1	5	69	0	3	COc1ccc(cc1)c2c(c(=O)c3ccc(cc3o2)OC)O
ZINC00057891	288.302	4.39	0.26	-13.53	1	3	50	0	1	c1ccc2c(c1)ccc3c2c(=O)cc(o3)c4cccc(c4)O
ZINC00057892	312.321	3.52	6.55	-10.84	1	5	69	0	3	Cc1ccc2c(c1)c(=O)c(c(o2)c3ccc(c(c3)OC)OC)O
ZINC00057893	196.589	2.38	0.23	-10.6	1	3	50	0	0	c1cc(=O)oc2c1cc(c(c2)O)Cl
ZINC00057896	286.714	4.29	1.02	-10.02	1	3	50	0	1	Cc1c2cc(ccc2oc(=O)c1c3ccc(cc3)O)Cl
ZINC00057898	286.714	4.48	1.03	-10.63	1	3	50	0	1	Cc1c2cc(c(cc2oc(=O)c1c3ccccc3)O)Cl
ZINC00057901	210.616	2.75	0.53	-10	1	3	50	0	0	Cc1cc(=O)oc2c1cc(c(c2)O)Cl
ZINC00057905	312.321	3.42	2.47	-11.58	0	5	57	0	4	COc1ccc2c(=O)cc(oc2c1)c3ccc(c(c3)OC)OC
ZINC00057909	188.182	1.84	6.28	-9.07	0	3	47	0	1	CC(=O)c1cc2ccccc2oc1=O
ZINC00057910	161.16	1.43	3.78	-7.81	2	3	56	0	0	c1ccc2c(c1)cc(c(=O)o2)N
ZINC00057912	218.208	1.92	7.8	-15.77	0	4	57	0	2	Cc1cc(=O)oc2c1ccc(c2)OC(=O)C
ZINC00057913	176.171	2.00	5.39	-10.49	0	3	39	0	1	COc1cc(=O)oc2c1cccc2
ZINC00057914	210.616	2.49	4.18	-12.33	1	3	50	0	0	Cc1c2ccc(cc2oc(=O)c1Cl)O
ZINC00057916	230.141	2.33	2.37	-7.18	1	3	50	0	1	c1cc2c(cc(=O)oc2cc1O)C(F)(F)F
ZINC00057917	240.258	2.68	-0.75	-7.6	1	3	47	0	1	c1ccc(cc1)[C@H]2CC(=O)c3cc(ccc3O2)O
ZINC00057918	240.258	2.68	-0.74	-7.56	1	3	47	0	1	c1ccc(cc1)[C@@H]2CC(=O)c3cc(ccc3O2)O
ZINC00057919	240.258	2.68	5.2	-7.02	1	3	47	0	1	c1ccc(cc1)[C@H]2CC(=O)c3ccc(cc3O2)O
ZINC00057920	240.258	2.68	5.21	-7.01	1	3	47	0	1	c1ccc(cc1)[C@@H]2CC(=O)c3ccc(cc3O2)O
ZINC00057921	298.294	3.54	0.72	-12.91	1	5	68	0	3	COc1ccc(cc1)c2c(c(=O)c3cc(ccc3o2)OC)O
ZINC00057922	240.258	2.70	5.21	-7.89	1	3	47	0	1	c1ccc2c(c1)C(=O)C[C@H](O2)c3ccc(cc3)O
ZINC00057923	240.258	2.70	5.19	-7.93	1	3	47	0	1	c1ccc2c(c1)C(=O)C[C@@H](O2)c3ccc(cc3)O
ZINC00057924	240.258	2.68	5.21	-7.87	1	3	47	0	1	c1ccc2c(c1)C(=O)C[C@H](O2)c3cccc(c3)O
ZINC00057925	240.258	2.68	5.18	-7.87	1	3	47	0	1	c1ccc2c(c1)C(=O)C[C@@H](O2)c3cccc(c3)O
ZINC00057926	240.258	3.12	-0.61	-7.89	1	3	46	0	1	c1ccc(c(c1)[C@H]2CC(=O)c3ccccc3O2)O
ZINC00057927	240.258	3.12	-0.61	-7.84	1	3	46	0	1	c1ccc(c(c1)[C@@H]2CC(=O)c3ccccc3O2)O
ZINC00057928	206.197	1.39	3	-13.53	1	4	60	0	2	COCc1cc(=O)oc2c1ccc(c2)O
ZINC00057929	219.627	2.53	3.43	-14.24	0	3	54	0	0	Cc1cc2c(cc1Cl)c(=O)c(co2)C#N
ZINC00057932	268.042	2.41	0.6	-41.87	0	4	70	-1	1	c1cc2c(cc1Br)c(=O)cc(o2)C(=O)[O-]
ZINC00057933	225.041	2.56	1.07	-9.89	0	2	30	0	0	c1ccc2c(c1)c(=O)c(co2)Br
ZINC00057934	225.041	2.60	1.07	-10.53	0	2	30	0	0	c1cc2c(cc1Br)c(=O)cco2
ZINC00057940	291.133	5.00	1.8	-6.09	0	2	30	0	1	c1ccc(cc1)c2cc(=O)c3cc(cc(c3o2)Cl)Cl
ZINC00057943	315.166	4.92	2.37	-11.05	0	2	30	0	1	Cc1c2ccccc2oc(=O)c1c3ccc(cc3)Br
ZINC00057946	309.346	4.33	0.97	-16.86	0	4	52	0	2	COc1ccc2c(c1)cc(c(=O)o2)c3nc4ccccc4s3
ZINC00057947	279.32	4.29	0.96	-18.57	0	3	43	0	1	c1ccc2c(c1)cc(c(=O)o2)c3nc4ccccc4s3
ZINC00057950	176.171	1.85	3.91	-13.2	0	3	39	0	1	COc1ccc2c(c1)c(=O)cco2
ZINC00057951	338.382	3.95	0.18	-6.35	0	2	30	0	0	c1c(cc(c2c1c(=O)c(co2)Br)Br)Cl
ZINC00057952	254.285	3.21	1.28	-6.61	0	3	35	0	2	COc1ccc2c(c1)O[C@H](CC2=O)c3ccccc3
ZINC00057953	254.285	3.21	1.29	-6.57	0	3	35	0	2	COc1ccc2c(c1)O[C@@H](CC2=O)c3ccccc3
ZINC00057954	254.285	3.22	7.33	-7.75	0	3	36	0	2	COc1ccc2c(c1)C(=O)C[C@H](O2)c3ccccc3
ZINC00057955	254.285	3.22	7.32	-7.76	0	3	36	0	2	COc1ccc2c(c1)C(=O)C[C@@H](O2)c3ccccc3
ZINC00057956	293.931	3.81	0.78	-6.43	0	2	30	0	0	c1c(cc(c2c1c(=O)c(co2)Br)Cl)Cl
ZINC00057957	259.486	3.21	0.94	-7.76	0	2	30	0	0	c1coc2c(c1=O)cc(cc2Br)Cl
ZINC00057959	273.513	3.59	1.23	-9.15	0	2	30	0	0	Cc1cc2c(cc1Cl)c(=O)c(co2)Br
ZINC00057960	254.285	3.19	8.58	-9.36	0	3	36	0	2	COc1cccc2c1C(=O)C[C@H](O2)c3ccccc3
ZINC00057961	254.285	3.19	1.94	-9.36	0	3	35	0	2	COc1cccc2c1C(=O)C[C@@H](O2)c3ccccc3
ZINC00057962	164.135	0.99	4.68	-11.45	0	2	30	0	0	c1cc2c(cc1F)c(=O)cco2
ZINC00057965	174.199	2.62	2.46	-10.8	0	2	30	0	0	Cc1ccc2c(c1)c(=O)c(co2)C
ZINC00057966	254.285	3.24	7.33	-7.6	0	3	36	0	2	COc1ccc(cc1)[C@H]2CC(=O)c3ccccc3O2
ZINC00057967	254.285	3.24	7.35	-7.57	0	3	36	0	2	COc1ccc(cc1)[C@@H]2CC(=O)c3ccccc3O2
ZINC00057969	215.035	3.08	1.54	-7.79	0	2	30	0	0	c1coc2c(c1=O)cc(cc2Cl)Cl
ZINC00057970	301.139	4.55	2.06	-10.9	0	2	30	0	1	c1ccc2c(c1)cc(c(=O)o2)c3ccc(cc3)Br
ZINC00057971	315.166	4.90	2.36	-9.24	0	2	30	0	1	Cc1c2cc(ccc2oc(=O)c1c3ccccc3)Br
ZINC00057974	331.165	4.58	2.05	-12.82	0	3	39	0	2	COc1ccc2cc(c(=O)oc2c1)c3ccc(cc3)Br
ZINC00057975	345.192	4.96	2.35	-12.7	0	3	39	0	2	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3)Br)OC
ZINC00057976	331.165	4.58	2.08	-9.9	0	3	39	0	2	COc1ccc2c(c1)cc(c(=O)o2)c3ccc(cc3)Br
ZINC00057978	345.192	4.96	2.06	-12.57	0	3	39	0	3	CCOc1ccc2cc(c(=O)oc2c1)c3ccc(cc3)Br
ZINC00057979	331.165	4.42	0.37	-12.59	1	3	50	0	1	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3)Br)O
ZINC00057980	345.192	4.96	2.39	-10.15	0	3	39	0	2	Cc1c2cc(ccc2oc(=O)c1c3ccc(cc3)OC)Br
ZINC00057985	240.032	2.51	4.64	-40.65	0	3	53	-1	0	c1cc2c(cc1Br)c(cc(=O)o2)[O-]
ZINC00057986	264.078	2.86	3.02	-11.37	0	3	54	0	0	Cc1c2cc(ccc2oc(=O)c1C#N)Br
ZINC00057988	230.026	2.98	5.03	-36.49	0	3	53	-1	0	c1c(cc(c2c1c(cc(=O)o2)[O-])Cl)Cl
ZINC00057991	201.181	1.73	5.57	-15.41	0	4	63	0	1	COc1ccc2cc(c(=O)oc2c1)C#N
ZINC00057992	201.181	1.73	5.63	-12.88	0	4	63	0	1	COc1ccc2c(c1)cc(c(=O)o2)C#N
ZINC00057995	222.243	3.74	9.53	-11.04	0	2	30	0	1	c1ccc(cc1)c2cc3ccccc3oc2=O
ZINC00057997	321.159	4.89	0.93	-12.64	1	3	50	0	1	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3Cl)Cl)O
ZINC00057999	321.159	4.89	0.95	-11.22	1	3	50	0	1	Cc1c2cc(ccc2oc(=O)c1c3ccc(cc3Cl)Cl)O
ZINC00058000	307.132	4.52	0.55	-13.37	1	3	50	0	1	c1cc(cc2c1cc(c(=O)o2)c3ccc(cc3Cl)Cl)O
ZINC00058001	300.741	4.82	2.96	-12.77	0	3	39	0	2	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3)Cl)OC
ZINC00058002	300.741	4.80	2.97	-12.21	0	3	39	0	2	Cc1c2ccc(cc2oc(=O)c1c3cccc(c3)Cl)OC
ZINC00058003	270.715	4.74	3.07	-12.65	0	2	30	0	1	Cc1c2ccccc2oc(=O)c1c3ccccc3Cl
ZINC00058004	286.714	4.45	2.69	-9.91	0	3	39	0	2	COc1ccc2c(c1)cc(c(=O)o2)c3ccc(cc3)Cl
ZINC00058005	286.714	4.42	2.66	-14.71	0	3	39	0	2	COc1ccc2cc(c(=O)oc2c1)c3cccc(c3)Cl
ZINC00058006	286.714	4.40	2.68	-14.52	0	3	39	0	2	COc1ccc2cc(c(=O)oc2c1)c3ccccc3Cl
ZINC00058007	300.741	4.80	2.99	-11.34	0	3	39	0	2	Cc1c2cc(ccc2oc(=O)c1c3cccc(c3)Cl)OC
ZINC00058008	300.741	4.78	3.06	-14.02	0	3	39	0	2	Cc1c2ccc(cc2oc(=O)c1c3ccccc3Cl)OC
ZINC00058009	286.714	4.45	2.66	-12.81	0	3	39	0	2	COc1ccc2cc(c(=O)oc2c1)c3ccc(cc3)Cl
ZINC00058010	270.715	4.77	2.98	-12.67	0	2	30	0	1	Cc1c2ccccc2oc(=O)c1c3cccc(c3)Cl
ZINC00058011	215.208	2.11	6.49	-15.25	0	4	63	0	2	CCOc1ccc2cc(c(=O)oc2c1)C#N
ZINC00058012	199.209	2.50	4.1	-13.27	0	3	54	0	0	Cc1ccc2c(c1)c(c(c(=O)o2)C#N)C
ZINC00058013	201.181	1.57	3.92	-15.74	1	4	74	0	0	Cc1c2ccc(cc2oc(=O)c1C#N)O
ZINC00058014	187.154	1.19	3.53	-16.09	1	4	74	0	0	c1cc(cc2c1cc(c(=O)o2)C#N)O
ZINC00058015	242.278	2.53	8.56	-14.32	0	4	57	0	3	CCN(CC)c1ccc2cc(c(=O)oc2c1)C#N
ZINC00058016	270.715	4.79	2.98	-11.11	0	2	30	0	1	Cc1c2ccccc2oc(=O)c1c3ccc(cc3)Cl
ZINC00058017	254.072	3.33	3.48	-12.11	0	3	54	0	0	Cc1c2cc(cc(c2oc(=O)c1C#N)Cl)Cl
ZINC00058018	342.974	3.60	2.27	-11.77	0	3	54	0	0	Cc1c2cc(cc(c2oc(=O)c1C#N)Br)Br
ZINC00058019	171.155	1.70	6.35	-14.45	0	3	54	0	0	c1ccc2c(c1)cc(c(=O)o2)C#N
ZINC00058021	280.323	4.52	3.15	-10.55	0	3	39	0	3	CCOc1ccc2c(c1)c(c(c(=O)o2)c3ccccc3)C
ZINC00058022	179.126	0.89	4.13	-41.01	0	3	53	-1	0	c1cc2c(cc1F)c(=O)cc(o2)[O-]
ZINC00058023	293.366	4.57	3.29	-12.52	0	3	33	0	4	CCN(CC)c1ccc2cc(c(=O)oc2c1)c3ccccc3
ZINC00058024	204.225	2.80	2.73	-9.48	0	3	39	0	2	CCOc1cc(=O)oc2c1ccc(c2)C
ZINC00058025	204.225	2.80	6.77	-9.68	0	3	39	0	2	CCOc1ccc2c(c1)c(cc(=O)o2)C
ZINC00058026	205.145	1.01	3.18	-59.8	1	5	91	-1	1	c1cc(cc2c1cc(c(=O)o2)C(=O)[O-])O
ZINC00058028	268.268	3.29	5.98	-13.17	1	4	60	0	2	COc1ccc(cc1)c2cc3ccc(cc3oc2=O)O
ZINC00058029	282.295	3.67	6.41	-11.93	1	4	60	0	2	Cc1c2cc(ccc2oc(=O)c1c3ccc(cc3)OC)O
ZINC00058031	191.162	1.75	3.36	-44.13	0	4	63	-1	1	COc1ccc2c(=O)cc(oc2c1)[O-]
ZINC00058033	310.349	4.58	3.16	-14.17	0	4	48	0	4	CCOc1ccc2c(c(c(=O)oc2c1)c3ccc(cc3)OC)C
ZINC00058034	250.297	4.54	3.44	-11.97	0	2	30	0	1	Cc1ccc2c(c(c(=O)oc2c1)c3ccccc3)C
ZINC00058035	314.34	4.96	1.48	-11.63	1	3	50	0	2	c1ccc(cc1)c2c3ccc(cc3oc(=O)c2c4ccccc4)O
ZINC00058036	280.323	4.59	3.47	-12.21	0	3	39	0	2	Cc1ccc2c(c1)c(c(c(=O)o2)c3ccc(cc3)OC)C
ZINC00058037	280.323	4.59	3.46	-12.85	0	3	39	0	2	Cc1ccc2c(c(c(=O)oc2c1)c3ccc(cc3)OC)C
ZINC00058038	250.297	4.54	3.44	-11.46	0	2	30	0	1	Cc1ccc2c(c1)c(c(c(=O)o2)c3ccccc3)C
ZINC00058039	206.197	1.83	5.62	-16.63	0	4	49	0	2	COc1ccc2ccc(=O)oc2c1OC
ZINC00058040	296.322	4.20	2.84	-14.37	0	4	48	0	4	CCOc1ccc2cc(c(=O)oc2c1)c3ccc(cc3)OC
ZINC00058041	310.349	4.58	3.18	-11.35	0	4	48	0	4	CCOc1ccc2c(c1)c(c(c(=O)o2)c3ccc(cc3)OC)C
ZINC00058042	220.224	2.41	5.49	-9.86	0	4	49	0	2	Cc1cc(=O)oc2c1c(cc(c2)OC)OC
ZINC00058043	208.188	1.54	6.37	-8.02	0	3	39	0	2	CCOc1cc(=O)oc2c1cc(cc2)F
ZINC00058044	220.224	2.41	2.42	-9.5	0	4	49	0	3	CCOc1cc(=O)oc2c1cc(cc2)OC
ZINC00058045	266.296	4.15	3.13	-10.89	0	3	39	0	2	Cc1c2cc(ccc2oc(=O)c1c3ccccc3)OC
ZINC00058046	266.296	4.15	3.11	-13.61	0	3	39	0	2	Cc1c2ccc(cc2oc(=O)c1c3ccccc3)OC
ZINC00058048	190.198	2.42	5.84	-10.01	0	3	39	0	1	Cc1cc(=O)oc2c1cc(cc2)OC
ZINC00058049	190.198	2.42	5.87	-12.72	0	3	39	0	1	Cc1cc(=O)oc2c1ccc(c2)OC
ZINC00058050	266.296	4.12	3.46	-12.04	0	3	39	0	2	Cc1c2c(cccc2OC)oc(=O)c1c3ccccc3
ZINC00058051	252.269	3.79	2.85	-12.73	0	3	39	0	2	COc1ccc(cc1)c2cc3ccccc3oc2=O
ZINC00058053	236.27	4.11	3.13	-12.12	0	2	30	0	1	Cc1c2ccccc2oc(=O)c1c3ccccc3
ZINC00058054	252.269	3.77	2.84	-10.56	0	3	39	0	2	COc1ccc2c(c1)cc(c(=O)o2)c3ccccc3
ZINC00058055	252.269	3.77	8.84	-12.73	0	3	39	0	2	COc1ccc2cc(c(=O)oc2c1)c3ccccc3
ZINC00058056	266.296	4.17	3.15	-12.97	0	3	39	0	2	Cc1c2ccccc2oc(=O)c1c3ccc(cc3)OC
ZINC00058060	282.295	3.67	6.42	-13.46	1	4	60	0	2	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3)OC)O
ZINC00058062	175.163	2.15	4.74	-45.56	0	3	53	-1	0	Cc1ccc2c(=O)cc(oc2c1)[O-]
ZINC00058063	252.269	3.61	7.12	-11.37	1	3	50	0	1	Cc1c2cc(ccc2oc(=O)c1c3ccccc3)O
ZINC00058064	282.295	3.83	2.83	-14.6	0	4	48	0	3	COc1ccc(cc1)c2cc3ccc(cc3oc2=O)OC
ZINC00058065	296.322	4.20	3.16	-11.74	0	4	48	0	3	Cc1c2cc(ccc2oc(=O)c1c3ccc(cc3)OC)OC
ZINC00058066	296.322	4.20	3.13	-14.58	0	4	48	0	3	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3)OC)OC
ZINC00058067	252.269	3.61	7.12	-13	1	3	50	0	1	Cc1c2ccc(cc2oc(=O)c1c3ccccc3)O
ZINC00058068	248.278	2.77	2.95	-11.59	0	4	48	0	4	CCOc1cc2c(cc(=O)oc2cc1OCC)C
ZINC00058069	238.242	3.23	6.68	-12.44	1	3	50	0	1	c1ccc(cc1)c2cc3ccc(cc3oc2=O)O
ZINC00058070	256.688	4.37	2.7	-12.87	0	2	30	0	1	c1ccc2c(c1)cc(c(=O)o2)c3ccccc3Cl
ZINC00058072	256.688	4.39	2.68	-12.86	0	2	30	0	1	c1ccc2c(c1)cc(c(=O)o2)c3cccc(c3)Cl
ZINC00058073	256.688	4.42	2.68	-11.01	0	2	30	0	1	c1ccc2c(c1)cc(c(=O)o2)c3ccc(cc3)Cl
ZINC00058074	270.715	4.77	2.98	-9.43	0	2	30	0	1	Cc1c2cc(ccc2oc(=O)c1c3ccccc3)Cl
ZINC00058075	270.715	4.79	2.25	-10.24	0	2	30	0	1	Cc1ccc2c(c1)c(=O)cc(o2)c3ccccc3Cl
ZINC00058076	270.715	4.84	2.26	-9.09	0	2	30	0	1	Cc1ccc2c(c1)c(=O)cc(o2)c3ccc(cc3)Cl
ZINC00058081	301.139	4.52	1.32	-8.7	0	2	30	0	1	c1ccc(cc1)c2cc(=O)c3cc(ccc3o2)Br
ZINC00058082	233.654	3.10	3.95	-11.24	0	3	54	0	0	Cc1cc2c(cc1Cl)c(c(c(=O)o2)C#N)C
ZINC00058083	219.627	2.73	3.63	-11.57	0	3	54	0	0	Cc1c2cc(ccc2oc(=O)c1C#N)Cl
ZINC00058086	300.741	4.82	3.01	-10.28	0	3	39	0	2	Cc1c2cc(ccc2oc(=O)c1c3ccc(cc3)OC)Cl
ZINC00058087	195.581	2.38	4.57	-40.93	0	3	53	-1	0	c1cc2c(cc1Cl)c(=O)cc(o2)[O-]
ZINC00058089	256.688	4.37	1.93	-10.33	0	2	30	0	1	c1ccc2c(c1)c(=O)cc(o2)c3ccccc3Cl
ZINC00058091	256.688	4.42	1.93	-9.22	0	2	30	0	1	c1ccc2c(c1)c(=O)cc(o2)c3ccc(cc3)Cl
ZINC00058093	256.688	4.39	8.8	-8.92	0	2	30	0	1	c1ccc(cc1)c2cc(=O)c3cc(ccc3o2)Cl
ZINC00058094	272.687	3.86	0.7	-14.2	1	3	50	0	1	c1ccc(c(c1)c2cc3ccc(cc3oc2=O)O)Cl
ZINC00058095	272.687	3.89	0.68	-14.39	1	3	50	0	1	c1cc(cc(c1)Cl)c2cc3ccc(cc3oc2=O)O
ZINC00058096	272.687	3.91	0.68	-12.56	1	3	50	0	1	c1cc(ccc1c2cc3ccc(cc3oc2=O)O)Cl
ZINC00058097	300.741	4.82	2.68	-12.63	0	3	39	0	3	CCOc1ccc2cc(c(=O)oc2c1)c3ccc(cc3)Cl
ZINC00058098	300.741	4.80	2.68	-14.57	0	3	39	0	3	CCOc1ccc2cc(c(=O)oc2c1)c3cccc(c3)Cl
ZINC00058102	286.714	4.29	0.98	-12.59	1	3	50	0	1	Cc1c2ccc(cc2oc(=O)c1c3ccc(cc3)Cl)O
ZINC00058103	286.714	4.24	1.08	-13.87	1	3	50	0	1	Cc1c2ccc(cc2oc(=O)c1c3ccccc3Cl)O
ZINC00058104	286.714	4.26	1	-12.43	1	3	50	0	1	Cc1c2cc(ccc2oc(=O)c1c3cccc(c3)Cl)O
ZINC00058105	286.714	4.26	0.99	-12.04	1	3	50	0	1	Cc1c2ccc(cc2oc(=O)c1c3cccc(c3)Cl)O
ZINC00058106	300.741	4.78	2.7	-14.35	0	3	39	0	3	CCOc1ccc2cc(c(=O)oc2c1)c3ccccc3Cl
ZINC00058107	270.715	4.77	2.25	-8.65	0	2	30	0	1	Cc1cc2c(cc1Cl)c(=O)cc(o2)c3ccccc3
ZINC00058109	175.163	2.15	4.7	-45.66	0	3	53	-1	0	Cc1ccc2c(c1)c(cc(=O)o2)[O-]
ZINC00058111	162.144	1.51	3.16	-12.7	1	3	50	0	0	c1cc(cc2c1ccc(=O)o2)O
ZINC00058113	224.259	3.18	8.04	-6.33	0	2	26	0	1	c1ccc(cc1)[C@H]2CC(=O)c3ccccc3O2
ZINC00058114	224.259	3.18	8.05	-6.32	0	2	26	0	1	c1ccc(cc1)[C@@H]2CC(=O)c3ccccc3O2
ZINC00058118	312.321	3.54	8.55	-11.93	0	5	58	0	4	COc1cc2c(c(=O)cc(o2)c3ccccc3)c(c1OC)OC
ZINC00058119	284.311	3.20	7.91	-9.34	0	4	45	0	3	COc1cc2c(c(c1)OC)C(=O)C[C@H](O2)c3ccccc3
ZINC00058120	284.311	3.20	1.98	-9.31	0	4	44	0	3	COc1cc2c(c(c1)OC)C(=O)C[C@@H](O2)c3ccccc3
ZINC00058121	176.171	1.89	3.72	-12.48	1	3	50	0	0	Cc1cc(=O)oc2c1ccc(c2)O
ZINC00058123	236.27	4.16	8.96	-9.99	0	2	30	0	1	Cc1ccc2c(c1)c(=O)cc(o2)c3ccccc3
ZINC00058126	192.17	1.60	1.23	-12.69	2	4	71	0	0	Cc1cc(=O)oc2c1c(cc(c2)O)O
ZINC00058127	282.295	3.56	2.8	-10.28	0	4	48	0	3	COc1ccc2c(=O)cc(oc2c1OC)c3ccccc3
ZINC00058128	348.402	3.55	-1.97	-18.1	3	5	78	0	5	CC(=O)Nc1ccccc1CCNC(=O)c2ccc3ccccc3c2O
ZINC00058129	192.158	-0.31	1.01	-59	2	7	107	-1	1	CC(=O)Nc1nc2c(c(n1)[O-])[nH]cn2
ZINC00058130	170.188	-0.28	3.32	-50.32	0	4	60	-1	1	CC(=O)N1CCC(CC1)C(=O)[O-]
ZINC00058135	245.258	0.45	4.2	-47.79	2	5	85	-1	4	CC(=O)NC[C@@H](c1c[nH]c2c1cccc2)C(=O)[O-]
ZINC00058136	245.258	0.45	4.2	-47.86	2	5	85	-1	4	CC(=O)NC[C@H](c1c[nH]c2c1cccc2)C(=O)[O-]
ZINC00058139	198.354	1.90	5.93	-105.99	4	2	32	2	2	C1CCC(CC1)C[NH+]2CCC(CC2)[NH3+]
ZINC00058140	240.022	3.05	0.75	-3.28	2	1	26	0	1	c1cc(c(cc1C(F)(F)F)Br)N
ZINC00058147	182.227	0.63	3.21	-14.02	2	5	74	0	1	CC(C)(C)c1nc(nc(=O)n1C)N
ZINC00058149	175.191	-0.04	-0.85	-16.33	5	4	85	0	1	c1cc2c(cc1N)c(c[nH]2)C(=O)N
ZINC00058152	242.709	2.97	1.06	-5.92	2	2	50	0	2	c1ccc(cc1)[C@@H](C#N)c2ccc(cc2Cl)N
ZINC00058153	242.709	2.97	1.06	-5.91	2	2	50	0	2	c1ccc(cc1)[C@H](C#N)c2ccc(cc2Cl)N
ZINC00058155	323.142	3.43	-3.47	-11.37	3	4	77	0	3	c1cc(ccc1CC(=O)c2c(cc(cc2O)O)O)Br
ZINC00058156	316.74	4.19	3.02	-14.47	0	4	48	0	3	COc1cc2c(c(c1)OC)c(=O)c(co2)c3ccccc3Cl
ZINC00058157	316.74	4.21	2.97	-12.14	0	4	48	0	3	COc1cc2c(c(c1)OC)c(=O)c(co2)c3cccc(c3)Cl
ZINC00058158	316.74	4.24	2.97	-13.17	0	4	48	0	3	COc1cc2c(c(c1)OC)c(=O)c(co2)c3ccc(cc3)Cl
ZINC00058159	306.745	3.85	1.05	-13.1	1	4	55	0	5	COc1cc(c(c(c1)OC)C(=O)Cc2ccccc2Cl)O
ZINC00058160	306.745	3.90	1.04	-12.25	1	4	55	0	5	COc1cc(c(c(c1)OC)C(=O)Cc2ccc(cc2)Cl)O
ZINC00058161	278.691	3.27	-2.85	-11.57	3	4	77	0	3	c1cc(cc(c1)Cl)CC(=O)c2c(cc(cc2O)O)O
ZINC00058162	278.691	3.30	2.54	-11.84	3	4	78	0	3	c1cc(ccc1CC(=O)c2c(cc(cc2O)O)O)Cl
ZINC00058163	288.299	2.35	3.66	-15.73	2	5	76	0	5	COc1ccc(cc1OC)CC(=O)c2ccc(cc2O)O
ZINC00058165	302.326	3.28	1.21	-13.89	1	5	65	0	6	COc1ccc(cc1)CC(=O)c2c(cc(cc2OC)OC)O
ZINC00058166	272.3	3.22	1.19	-12.37	1	4	55	0	5	COc1cc(c(c(c1)OC)C(=O)Cc2ccccc2)O
ZINC00058167	302.326	2.88	1.18	-15.75	1	5	65	0	6	COc1ccc(c(c1)O)C(=O)Cc2ccc(c(c2)OC)OC
ZINC00058169	342.347	3.21	3.46	-16.24	0	6	67	0	5	COc1ccc(cc1OC)c2coc3cc(cc(c3c2=O)OC)OC
ZINC00058170	312.321	3.62	7.4	-14.36	0	5	58	0	4	COc1ccc(cc1)c2coc3cc(cc(c3c2=O)OC)OC
ZINC00058171	312.321	3.22	6.85	-12.95	0	5	58	0	4	COc1ccc2c(c1)occ(c2=O)c3ccc(c(c3)OC)OC
ZINC00058176	200.241	1.77	3.41	-48.19	2	3	45	0	0	CC1=c2c(c3c(=CC(=O)C=C3)[nH]2)CCN1
ZINC00058179	216.145	-2.23	-2.16	-121.18	1	7	126	-2	2	C1CO[C@H]([C@](CC1=O)(C(=O)[O-])O)C(=O)[O-]
ZINC00058189	223.204	0.50	5.86	-50.95	0	5	76	-1	5	CC(=O)Oc1ccc(cc1OC)CC(=O)[O-]
ZINC00058190	193.227	2.14	0.38	-6	0	3	39	0	0	CC(=O)n1c2ccccc2sc1=O
ZINC00058191	193.227	1.69	3.21	-12.02	1	3	50	0	1	CC(=O)c1ccc2c(c1)sc(=O)[nH]2
ZINC00058192	177.159	1.50	4.36	-7.65	0	4	52	0	0	CC(=O)n1c2ccccc2oc1=O
ZINC00058193	177.159	1.05	2.38	-9.61	1	4	63	0	1	CC(=O)c1ccc2c(c1)oc(=O)[nH]2
ZINC00058194	239.203	0.98	4.73	-51.92	0	6	85	-1	5	CC(=O)Oc1c(cc(cc1OC)C(=O)[O-])OC
